Statefp10,Countyfp10,Tractce10,Geoid10,Name10,Namelsad10,Mtfcc10,Aland10,Awater10,Intptlat10,Intptlon10,Area sqft,Area acres,Pop100,Hu100,Logpl94171,Logsf1,Logacs0610,Logsf1c,Shape area,Shape len
25,005,641500,25005641500,6415,Census Tract 6415,G5020,358291.00000000,0.00000000,+41.6868127,-071.1281485,3856602.82000000,88.53540000,2401,1266,0038249,34287,0002896,0034287,3.58291569207e+005,3.46336556894e+003,
25,005,650102,25005650102,6501.02,Census Tract 6501.02,G5020,5070185.00000000,33998.00000000,+41.7144498,-070.9499708,54940818.47000000,1261.26760000,4879,2121,0038332,34370,0002917,0034370,5.10418946975e+006,1.16439534012e+004,
25,005,655100,25005655100,6551,Census Tract 6551,G5020,17118397.00000000,1437821.00000000,+41.6520262,-070.8699748,184854522.93000001,4243.67590000,4225,1666,0038479,34517,0002955,0034517,1.71736158010e+007,2.87024713400e+004,
25,005,640600,25005640600,6406,Census Tract 6406,G5020,720777.00000000,0.00000000,+41.6879151,-071.1536822,7758367.94000000,178.10760000,4450,2133,0038210,34248,0002887,0034248,7.20778862372e+005,3.30406542458e+003,
25,005,655300,25005655300,6553,Census Tract 6553,G5020,3277111.00000000,427885.00000000,+41.6422758,-070.8979049,35359722.41000000,811.74750000,3317,1477,0038489,34527,0002957,0034527,3.28503884657e+006,1.12868034357e+004,
25,001,010100,25001010100,101,Census Tract 101,G5020,25047886.00000000,12766243.00000000,+42.0598291,-070.2004073,275621871.10000002,6327.40750000,2942,4494,0015150,13422,0002740,0013422,2.56062121143e+007,4.63345199741e+004,
25,001,010500,25001010500,105,Census Tract 105,G5020,21094456.00000000,13692058.00000000,+41.7742194,-069.9528943,230782808.84000000,5298.04430000,2891,2985,0015177,13449,0002746,0013449,2.14405103357e+007,7.71569470657e+004,
25,001,015200,25001015200,152,Census Tract 152,G5020,15209402.00000000,4383957.00000000,+41.5708687,-070.4889074,166387877.87000000,3819.74010000,2065,3295,0015394,13666,0002794,0013666,1.54580014639e+007,4.92256710182e+004,
25,001,015100,25001015100,151,Census Tract 151,G5020,16662935.00000000,590370.00000000,+41.6104971,-070.4866035,179781872.05000001,4127.22390000,3809,2389,0015391,13663,0002793,0013663,1.67023493813e+007,2.75886924925e+004,
25,001,011200,25001011200,112,Census Tract 112,G5020,13419696.00000000,636901.00000000,+41.6794471,-070.0549755,146661333.56999999,3366.88090000,3392,3688,0015212,13484,0002753,0013484,1.36253382434e+007,2.27543955701e+004,
25,001,011100,25001011100,111,Census Tract 111,G5020,19218544.00000000,2849920.00000000,+41.7106311,-070.0390989,230940174.12000000,5301.65690000,4694,3084,0015207,13479,0002752,0013479,2.14551300458e+007,2.54656015332e+004,
25,001,014300,25001014300,143,Census Tract 143,G5020,15913609.00000000,3304034.00000000,+41.6274580,-070.6315244,174911548.18000001,4015.41660000,4384,3676,0015352,13624,0002784,0013624,1.62498795331e+007,4.25307051834e+004,
25,001,011700,25001011700,117,Census Tract 117,G5020,7339705.00000000,2366528.00000000,+41.6639738,-070.1680840,81940274.14000000,1881.08990000,1877,2709,0015236,13508,0002758,0013508,7.61253102288e+006,2.98889275569e+004,
25,001,013900,25001013900,139,Census Tract 139,G5020,15682637.00000000,6275068.00000000,+41.7270410,-070.6050598,169479919.61000001,3890.72360000,4831,2887,0015340,13612,0002781,0013612,1.57452628393e+007,4.37958395905e+004,
25,021,400400,25021400400,4004,Census Tract 4004,G5020,769492.00000000,0.00000000,+42.3421455,-071.1321550,8282187.29000000,190.13290000,5449,2869,0141514,123406,0003614,0123406,7.69443414863e+005,4.08895665159e+003,
25,021,400300,25021400300,4003,Census Tract 4003,G5020,525897.00000000,0.00000000,+42.3470378,-071.1269879,5660329.90000000,129.94330000,4110,1672,0141510,123402,0003613,0123402,5.25863969622e+005,3.52102958170e+003,
25,001,011600,25001011600,116,Census Tract 116,G5020,6334746.00000000,753703.00000000,+41.6636375,-070.1361526,73007081.33000000,1676.01200000,2710,4812,0015232,13504,0002757,0013504,6.78260690555e+006,1.26074717746e+004,
25,001,011500,25001011500,115,Census Tract 115,G5020,11168095.00000000,731905.00000000,+41.6969550,-070.1544713,127305438.95000000,2922.53070000,4029,2715,0015226,13498,0002756,0013498,1.18271095638e+007,1.80819836507e+004,
25,001,014100,25001014100,141,Census Tract 141,G5020,82246971.00000000,127974.00000000,+41.7078392,-070.5455195,886677412.26999998,20355.31250000,1141,450,0015350,13622,0002783,0013622,8.23753564999e+007,4.92907182759e+004,
25,001,013800,25001013800,138,Census Tract 138,G5020,12550246.00000000,1110312.00000000,+41.7844010,-070.5377372,135427348.44000000,3108.98410000,4840,2270,0015336,13608,0002780,0013608,1.25816626563e+007,2.33478101282e+004,
25,021,400600,25021400600,4006,Census Tract 4006,G5020,1224975.00000000,2054.00000000,+42.3322702,-071.1376118,13206763.83000000,303.18560000,5177,2218,0141522,123414,0003616,0123414,1.22695342335e+006,5.61856903700e+003,
25,021,400500,25021400500,4005,Census Tract 4005,G5020,557762.00000000,0.00000000,+42.3373654,-071.1309587,6003300.84000000,137.81680000,5173,2513,0141518,123410,0003615,0123410,5.57727143964e+005,3.74404414171e+003,
25,021,400200,25021400200,4002,Census Tract 4002,G5020,532990.00000000,0.00000000,+42.3468934,-071.1196352,5736658.32000000,131.69560000,6132,2954,0141506,123398,0003612,0123398,5.32955102362e+005,3.51380397917e+003,
25,021,400100,25021400100,4001,Census Tract 4001,G5020,864907.00000000,11957.00000000,+42.3467577,-071.1125543,9437871.22000000,216.66370000,4977,2511,0141501,123393,0003611,0123393,8.76810448487e+005,3.72460432636e+003,
25,021,419800,25021419800,4198,Census Tract 4198,G5020,6045266.00000000,1280991.00000000,+42.2005902,-071.0225606,78853252.41000000,1810.22160000,4358,1797,0141920,123812,0003702,0123812,7.32573616838e+006,1.65882743841e+004,
25,021,419700,25021419700,4197,Census Tract 4197,G5020,4538885.00000000,63354.00000000,+42.1918610,-071.0017134,49534413.86000000,1137.15370000,3821,1481,0141917,123809,0003701,0123809,4.60191605763e+006,1.30941468479e+004,
25,021,419600,25021419600,4196,Census Tract 4196,G5020,8582192.00000000,42425.00000000,+42.1802820,-070.9927926,92827699.34999999,2131.03070000,6766,2936,0141912,123804,0003700,0123804,8.62400991861e+006,1.46709539138e+004,
25,005,640300,25005640300,6403,Census Tract 6403,G5020,1306476.00000000,450104.00000000,+41.6795059,-071.1898381,14090331.24000000,323.46950000,3693,1669,0038196,34234,0002884,0034234,1.30903983026e+006,4.61564908739e+003,
25,023,525204,25023525204,5252.04,Census Tract 5252.04,G5020,15248986.00000000,351689.00000000,+41.9775054,-070.9327637,167914195.16000000,3854.77950000,3382,1075,0159341,137639,0003809,0137639,1.55998016110e+007,2.07577813397e+004,
25,005,650101,25005650101,6501.01,Census Tract 6501.01,G5020,4894242.00000000,150919.00000000,+41.7181259,-070.9397368,54305420.49000000,1246.68090000,5753,2191,0038328,34366,0002916,0034366,5.04515886421e+006,1.67926399899e+004,
25,005,646101,25005646101,6461.01,Census Tract 6461.01,G5020,32167885.00000000,3288598.00000000,+41.6599287,-071.0974334,381656188.26999998,8761.62050000,7356,3058,0038316,34354,0002913,0034354,3.54571619287e+007,2.43196882092e+004,
25,005,616100,25005616100,6161,Census Tract 6161,G5020,42768262.00000000,2366395.00000000,+41.8380611,-071.0776152,463764400.93000001,10646.56570000,6411,2187,0038090,34128,0002862,0034128,4.30852950599e+007,4.03426491746e+004,
25,005,641300,25005641300,6413,Census Tract 6413,G5020,885717.00000000,0.00000000,+41.6969066,-071.1361908,9533842.61000000,218.86690000,5326,2513,0038239,34277,0002894,0034277,8.85726529227e+005,4.85996685541e+003,
25,005,642100,25005642100,6421,Census Tract 6421,G5020,2624887.00000000,1989995.00000000,+41.7471174,-071.1261837,28307042.10000000,649.84030000,4144,2236,0038271,34309,0002902,0034309,2.62982075242e+006,1.66236952778e+004,
25,001,013700,25001013700,137,Census Tract 137,G5020,13714980.00000000,3080523.00000000,+41.7640236,-070.5946188,151347149.18000001,3474.45250000,4911,2125,0015331,13603,0002779,0013603,1.40606666448e+007,2.90406556247e+004,
25,001,013200,25001013200,132,Census Tract 132,G5020,19525248.00000000,3410845.00000000,+41.6308197,-070.4361376,214469895.28000000,4923.55130000,4783,2848,0015309,13581,0002774,0013581,1.99249849118e+007,3.61199804361e+004,
25,001,013100,25001013100,131,Census Tract 131,G5020,22908093.00000000,2064242.00000000,+41.6806863,-070.4089949,268801904.08999997,6170.84260000,5935,2594,0015304,13576,0002773,0013576,2.49726139831e+007,2.19345369171e+004,
25,001,012900,25001012900,129,Census Tract 129,G5020,6094102.00000000,56486.00000000,+41.6665236,-070.3680853,66205285.55000000,1519.86420000,4135,1928,0015295,13567,0002771,0013567,6.15069689151e+006,1.00356449908e+004,
25,001,012800,25001012800,128,Census Tract 128,G5020,7813608.00000000,2887416.00000000,+41.6686504,-070.3457217,115185933.54000001,2644.30520000,3923,2171,0015291,13563,0002770,0013563,1.07011661588e+007,1.52214258134e+004,
25,001,012700,25001012700,127,Census Tract 127,G5020,9606452.00000000,902430.00000000,+41.6443840,-070.3408267,106119050.37000000,2436.15820000,4562,3235,0015286,13558,0002769,0013558,9.85882181706e+006,3.00109268647e+004,
25,001,014800,25001014800,148,Census Tract 148,G5020,5270087.00000000,556360.00000000,+41.5551393,-070.6057531,59760104.89000000,1371.90320000,3387,2740,0015375,13647,0002789,0013647,5.55191760871e+006,1.45143819387e+004,
25,005,644200,25005644200,6442,Census Tract 6442,G5020,10364575.00000000,7366883.00000000,+41.7199755,-071.1794500,112455942.18000001,2581.63320000,7280,2989,0038297,34335,0002909,0034335,1.04475406573e+007,2.18787680279e+004,
25,005,640500,25005640500,6405,Census Tract 6405,G5020,1364621.00000000,438873.00000000,+41.6938306,-071.1735838,14775583.28000000,339.20070000,5165,2710,0038204,34242,0002886,0034242,1.37270206488e+006,7.88502902925e+003,
25,005,632100,25005632100,6321,Census Tract 6321,G5020,23954212.00000000,409777.00000000,+41.8643359,-071.3179576,262241131.84000000,6020.22800000,6543,2499,0038164,34202,0002878,0034202,2.43630958982e+007,2.35821688726e+004,
25,005,652300,25005652300,6523,Census Tract 6523,G5020,945072.00000000,0.00000000,+41.6201088,-070.9387232,10172976.22000000,233.53940000,2870,1278,0038424,34462,0002941,0034462,9.45104178237e+005,4.60220474955e+003,
25,005,650700,25005650700,6507,Census Tract 6507,G5020,361509.00000000,167769.00000000,+41.6596090,-070.9223217,3891305.02000000,89.33210000,2583,1052,0038360,34398,0002924,0034398,3.61515493105e+005,3.68208084770e+003,
25,005,651400,25005651400,6514,Census Tract 6514,G5020,441217.00000000,0.00000000,+41.6435664,-070.9338519,4749289.69000000,109.02870000,3215,1400,0038388,34426,0002932,0034426,4.41225215503e+005,3.08039370812e+003,
25,005,650300,25005650300,6503,Census Tract 6503,G5020,1077776.00000000,43481.00000000,+41.6810434,-070.9228076,11602336.74000000,266.35300000,3304,1571,0038342,34380,0002920,0034380,1.07789666113e+006,5.35300750488e+003,
25,005,651001,25005651001,6510.01,Census Tract 6510.01,G5020,3462483.00000000,21862.00000000,+41.6543926,-070.9575134,37505731.96000000,861.01310000,2865,1245,0038372,34410,0002927,0034410,3.48441053150e+006,9.08095811015e+003,
25,005,651100,25005651100,6511,Census Tract 6511,G5020,690428.00000000,0.00000000,+41.6506256,-070.9351699,7431839.46000000,170.61160000,4117,1883,0038377,34415,0002929,0034415,6.90443241236e+005,4.11068272400e+003,
25,005,650800,25005650800,6508,Census Tract 6508,G5020,601715.00000000,0.00000000,+41.6601446,-070.9334321,6476902.90000000,148.68920000,3651,1713,0038363,34401,0002925,0034401,6.01726380733e+005,4.51824809092e+003,
25,001,014700,25001014700,147,Census Tract 147,G5020,6279131.00000000,1563518.00000000,+41.5650666,-070.5806949,68626873.61000000,1575.45620000,3690,3225,0015371,13643,0002788,0013643,6.37567071913e+006,2.44536166953e+004,
25,001,014600,25001014600,146,Census Tract 146,G5020,12369044.00000000,1342417.00000000,+41.5777600,-070.5575931,134944920.99000001,3097.90910000,4130,2604,0015366,13638,0002787,0013638,1.25368435734e+007,3.00474892257e+004,
25,001,014900,25001014900,149,Census Tract 149,G5020,15914774.00000000,3540262.00000000,+41.5441644,-070.6441944,179660435.69000000,4124.43610000,3598,3160,0015380,13652,0002790,0013652,1.66910673998e+007,3.45419827594e+004,
25,001,014500,25001014500,145,Census Tract 145,G5020,17342535.00000000,4502464.00000000,+41.5887538,-070.5327315,190305181.00000000,4368.80580000,5395,3080,0015362,13634,0002786,0013634,1.76800004389e+007,5.02450057429e+004,
25,001,012200,25001012200,122,Census Tract 122,G5020,47450182.00000000,11681259.00000000,+41.7116149,-070.3316340,514255489.38000000,11805.68160000,5046,2726,0015268,13540,0002765,0013540,4.77760894593e+007,1.26896576718e+005,
25,001,011400,25001011400,114,Census Tract 114,G5020,15250351.00000000,937268.00000000,+41.7329669,-070.1527892,167439226.71000001,3843.87570000,2991,2660,0015221,13493,0002755,0013493,1.55556754507e+007,2.44412417789e+004,
25,001,011300,25001011300,113,Census Tract 113,G5020,13028389.00000000,1402017.00000000,+41.7302041,-070.1974114,143920537.91000000,3303.96090000,2600,2690,0015217,13489,0002754,0013489,1.33707089563e+007,2.53634898997e+004,
25,001,010900,25001010900,109,Census Tract 109,G5020,30985717.00000000,4033840.00000000,+41.7460505,-070.0354744,375004409.76999998,8608.91670000,4942,4160,0015197,13469,0002750,0013469,3.48391890341e+007,2.91172617511e+004,
25,001,010800,25001010800,108,Census Tract 108,G5020,28281481.00000000,3216430.00000000,+41.7434923,-070.1008617,333594248.25999999,7658.27020000,4878,3788,0015191,13463,0002749,0013463,3.09920438081e+007,2.97477717256e+004,
25,001,010700,25001010700,107,Census Tract 107,G5020,27069488.00000000,8911218.00000000,+41.6596784,-069.9649176,301567762.33999997,6923.04320000,3152,4345,0015186,13458,0002748,0013458,2.80166739722e+007,8.72539411441e+004,
25,001,010600,25001010600,106,Census Tract 106,G5020,14706916.00000000,18371252.00000000,+41.6962870,-069.9560973,162976785.13000000,3741.43220000,2973,2998,0015181,13453,0002747,0013453,1.51410993437e+007,5.84841570926e+004,
25,001,010400,25001010400,104,Census Tract 104,G5020,15509873.00000000,8563758.00000000,+41.7541414,-069.9861294,170705854.66999999,3918.86720000,2999,2359,0015172,13444,0002745,0013444,1.58591563180e+007,3.47161590618e+004,
25,023,561200,25023561200,5612,Census Tract 5612,G5020,1074325.00000000,1294.00000000,+41.9879935,-070.9661365,11577160.37000000,265.77500000,2929,226,0159479,137777,0003840,0137777,1.07555767396e+006,4.98619874628e+003,
25,023,540102,25023540102,5401.02,Census Tract 5401.02,G5020,15424200.00000000,15528908.00000000,+41.8129710,-070.9339207,333166465.18000001,7648.44960000,2570,1255,0159405,137703,0003824,0137703,3.09523011788e+007,2.40489576155e+004,
25,023,542102,25023542102,5421.02,Census Tract 5421.02,G5020,29795049.00000000,5060912.00000000,+41.8363063,-070.8851170,375173463.52999997,8612.79760000,2552,961,0159419,137717,0003828,0137717,3.48548947174e+007,2.90708662300e+004,
25,023,540101,25023540101,5401.01,Census Tract 5401.01,G5020,23481408.00000000,585386.00000000,+41.8669369,-070.9463711,259041940.13000000,5946.78470000,3783,1531,0159401,137699,0003823,0137699,2.40658801145e+007,2.45030331846e+004,
25,023,530801,25023530801,5308.01,Census Tract 5308.01,G5020,22294371.00000000,1278376.00000000,+41.8826508,-070.5640935,253723738.93000001,5824.69560000,5587,2167,0159384,137682,0003819,0137682,2.35718009661e+007,2.42961610603e+004,
25,023,530901,25023530901,5309.01,Census Tract 5309.01,G5020,32088226.00000000,4601130.00000000,+41.8049233,-070.5943605,394910352.80000001,9065.89420000,8328,3368,0159393,137691,0003821,0137691,3.66885189351e+007,2.89376855992e+004,
25,023,542101,25023542101,5421.01,Census Tract 5421.01,G5020,89442483.00000000,2032810.00000000,+41.8671923,-070.8270729,984590795.58000004,22603.09450000,7131,2484,0159414,137712,0003827,0137712,9.14718439866e+007,5.48614107974e+004,
25,005,655400,25005655400,6554,Census Tract 6554,G5020,9097605.00000000,6177259.00000000,+41.6039009,-070.8549299,98967974.08000000,2271.99210000,3916,2210,0038493,34531,0002958,0034531,9.19446242054e+006,4.08831195386e+004,
25,023,540103,25023540103,5401.03,Census Tract 5401.03,G5020,37649219.00000000,885519.00000000,+41.8151767,-070.9883603,414772017.18000001,9521.85530000,4249,1391,0159407,137705,0003825,0137705,3.85337355870e+007,2.78566258107e+004,
25,023,525104,25023525104,5251.04,Census Tract 5251.04,G5020,16740860.00000000,196465.00000000,+41.9582895,-070.9846206,182301417.75000000,4185.06470000,6289,2142,0159332,137630,0003807,0137630,1.69364236806e+007,1.84032451693e+004,
25,023,525203,25023525203,5252.03,Census Tract 5252.03,G5020,8272262.00000000,342231.00000000,+41.9999555,-070.9459898,92719866.52000000,2128.55520000,5595,2336,0159337,137635,0003808,0137635,8.61399200935e+006,1.44010316129e+004,
25,023,505102,25023505102,5051.02,Census Tract 5051.02,G5020,16185822.00000000,66485.00000000,+42.1975067,-070.7967000,174925303.25000000,4015.73240000,4991,1840,0159089,137387,0003756,0137387,1.62511574985e+007,2.26114681790e+004,
25,023,502200,25023502200,5022,Census Tract 5022,G5020,12552767.00000000,113797.00000000,+42.1470653,-070.9126706,136331647.84999999,3129.74400000,5838,2461,0159058,137356,0003750,0137356,1.26656751548e+007,1.70172196206e+004,
25,023,502102,25023502102,5021.02,Census Tract 5021.02,G5020,9160592.00000000,0.00000000,+42.1062197,-070.9036409,98596642.79000001,2263.46750000,5600,2154,0159054,137352,0003749,0137352,9.15996454288e+006,1.22110011293e+004,
25,023,502101,25023502101,5021.01,Census Tract 5021.01,G5020,5026534.00000000,103814.00000000,+42.1267374,-070.9130105,55218572.31000000,1267.64400000,6051,2436,0159049,137347,0003748,0137347,5.12999376362e+006,1.14256863597e+004,
25,005,617101,25005617101,6171.01,Census Tract 6171.01,G5020,53969579.00000000,2938595.00000000,+41.7803958,-071.0493900,586260349.13000000,13458.68570000,4681,1735,0038094,34132,0002863,0034132,5.44655861450e+007,6.32813656389e+004,
25,005,612100,25005612100,6121,Census Tract 6121,G5020,19226596.00000000,44281.00000000,+41.9516559,-071.0565147,207418254.71000001,4761.66790000,4538,1693,0038033,34071,0002848,0034071,1.92698635057e+007,2.04557999075e+004,
25,005,613700,25005613700,6137,Census Tract 6137,G5020,3523746.00000000,49609.00000000,+41.9085896,-071.0812345,38461388.07000000,882.95200000,4369,2005,0038058,34096,0002854,0034096,3.57319405987e+006,1.05095372191e+004,
25,005,640400,25005640400,6404,Census Tract 6404,G5020,890776.00000000,320084.00000000,+41.6869772,-071.1830032,9611654.08000000,220.65320000,2682,1326,0038200,34238,0002885,0034238,8.92955493514e+005,4.27727726056e+003,
25,023,509101,25023509101,5091.01,Census Tract 5091.01,G5020,30608233.00000000,949157.00000000,+41.9789399,-070.7454981,339660629.77999997,7797.53510000,6947,2464,0159148,137446,0003769,0137446,3.15556311603e+007,2.89640723243e+004,
25,023,509102,25023509102,5091.02,Census Tract 5091.02,G5020,17713129.00000000,3844469.00000000,+42.0027229,-070.7419270,191401128.58000001,4393.96530000,5682,2546,0159153,137451,0003770,0137451,1.77818178375e+007,2.88595236606e+004,
25,023,500103,25023500103,5001.03,Census Tract 5001.03,G5020,1930648.00000000,8621493.00000000,+42.2713919,-070.8234876,20797939.75000000,477.45500000,2209,1433,0159026,137324,0003742,0137324,1.93219956742e+006,1.63025217913e+004,
25,023,530902,25023530902,5309.02,Census Tract 5309.02,G5020,19174115.00000000,4115971.00000000,+41.8355785,-070.5575230,212381232.22000000,4875.60220000,4469,1851,0159398,137696,0003822,0137696,1.97309410680e+007,2.57647968854e+004,
25,023,521201,25023521201,5212.01,Census Tract 5212.01,G5020,2582262.00000000,42566.00000000,+42.0876090,-070.9344775,28251393.25000000,648.56270000,2904,1183,0159288,137586,0003797,0137586,2.62465081551e+006,7.50959671710e+003,
25,023,521102,25023521102,5211.02,Census Tract 5211.02,G5020,2074512.00000000,1230.00000000,+42.0796040,-070.9423617,22341537.46000000,512.89110000,3316,1301,0159285,137583,0003796,0137583,2.07560508027e+006,7.25254390467e+003,
25,005,645101,25005645101,6451.01,Census Tract 6451.01,G5020,5603382.00000000,4990775.00000000,+41.7126134,-071.2116761,60444932.76000000,1387.62470000,4863,2184,0038304,34342,0002910,0034342,5.61554039753e+006,2.54081131503e+004,
25,023,500104,25023500104,5001.04,Census Tract 5001.04,G5020,2117129.00000000,10385597.00000000,+42.2822227,-070.8737912,22853857.21000000,524.65240000,4382,2315,0159028,137326,0003743,0137326,2.12320131284e+006,1.26950964873e+004,
25,023,530802,25023530802,5308.02,Census Tract 5308.02,G5020,7963457.00000000,18414978.00000000,+41.8926878,-070.5348418,88411478.63000000,2029.64830000,4785,2840,0159387,137685,0003820,0137685,8.21372801386e+006,2.67031188284e+004,
25,023,521202,25023521202,5212.02,Census Tract 5212.02,G5020,5644401.00000000,1627.00000000,+42.0754766,-070.9151401,60769060.15000000,1395.06570000,3966,1420,0159292,137590,0003798,0137590,5.64565298521e+006,1.22018630374e+004,
25,005,613800,25005613800,6138,Census Tract 6138,G5020,1714759.00000000,22380.00000000,+41.9023763,-071.0958051,18697479.19000000,429.23510000,4519,2464,0038061,34099,0002855,0034099,1.73705958154e+006,1.16078652846e+004,
25,005,632200,25005632200,6322,Census Tract 6322,G5020,23627774.00000000,234373.00000000,+41.8084283,-071.3154157,256842786.53999999,5896.29900000,7179,2798,0038171,34209,0002879,0034209,2.38615711037e+007,2.20244418397e+004,
25,005,652400,25005652400,6524,Census Tract 6524,G5020,737161.00000000,103007.00000000,+41.6157400,-070.9310007,7934989.61000000,182.16230000,2664,1232,0038428,34466,0002942,0034466,7.37187602317e+005,4.31939015511e+003,
25,005,653301,25005653301,6533.01,Census Tract 6533.01,G5020,8782632.00000000,2110934.00000000,+41.5930685,-070.9520110,94773950.75000000,2175.71050000,5057,2525,0038461,34499,0002951,0034499,8.80482336289e+006,2.59285906004e+004,
25,005,641600,25005641600,6416,Census Tract 6416,G5020,952638.00000000,543323.00000000,+41.6894750,-071.1227319,16102478.86000000,369.66200000,2323,1080,0038252,34290,0002897,0034290,1.49597519602e+006,6.52434702843e+003,
25,005,653101,25005653101,6531.01,Census Tract 6531.01,G5020,19794013.00000000,829264.00000000,+41.6483866,-071.0119749,221991409.24000001,5096.22150000,6664,2898,0038446,34484,0002947,0034484,2.06237593166e+007,2.49607065069e+004,
25,005,641700,25005641700,6417,Census Tract 6417,G5020,3069348.00000000,82249.00000000,+41.7071442,-071.1256063,33923576.02000000,778.77810000,5096,2190,0038255,34293,0002898,0034293,3.15161592341e+006,1.25963432585e+004,
25,005,642000,25005642000,6420,Census Tract 6420,G5020,1109888.00000000,826034.00000000,+41.7093469,-071.1587655,11946740.01000000,274.25940000,3274,1631,0038267,34305,0002901,0034305,1.10989290119e+006,8.54542434773e+003,
25,005,644101,25005644101,6441.01,Census Tract 6441.01,G5020,4354204.00000000,818034.00000000,+41.7566903,-071.1446688,46867466.24000000,1075.92900000,5828,2481,0038290,34328,0002907,0034328,4.35414750177e+006,1.08413405101e+004,
25,005,613600,25005613600,6136,Census Tract 6136,G5020,1953991.00000000,8844.00000000,+41.9118976,-071.0958241,21126748.77000000,485.00340000,3771,1732,0038055,34093,0002853,0034093,1.96274707775e+006,1.04168519336e+004,
25,005,613400,25005613400,6134,Census Tract 6134,G5020,15523866.00000000,386511.00000000,+41.8884278,-071.1457331,171250013.66000000,3931.35940000,3812,1436,0038052,34090,0002852,0034090,1.59097104763e+007,2.13609579085e+004,
25,005,613300,25005613300,6133,Census Tract 6133,G5020,21954699.00000000,436002.00000000,+41.9147158,-071.1609155,240999351.31999999,5532.58380000,7201,2738,0038047,34085,0002851,0034085,2.23896620036e+007,2.30100035770e+004,
25,005,614000,25005614000,6140,Census Tract 6140,G5020,1937254.00000000,35467.00000000,+41.8930097,-071.0937386,21233203.57000000,487.44730000,4472,1956,0038073,34111,0002858,0034111,1.97263703062e+006,8.92608496236e+003,
25,023,521101,25023521101,5211.01,Census Tract 5211.01,G5020,7672895.00000000,13884.00000000,+42.0768607,-070.9597184,82733968.64000000,1899.31060000,4303,1618,0159280,137578,0003795,0137578,7.68626793213e+006,1.29337378526e+004,
25,023,524102,25023524102,5241.02,Census Tract 5241.02,G5020,13413932.00000000,176655.00000000,+42.0237702,-070.9963676,146278331.55000001,3358.08840000,3881,1592,0159323,137621,0003805,0137621,1.35897560125e+007,2.00733775552e+004,
25,023,524101,25023524101,5241.01,Census Tract 5241.01,G5020,26267913.00000000,736979.00000000,+42.0333855,-071.0444225,290659333.62000000,6672.62010000,3035,1077,0159319,137617,0003804,0137617,2.70032437168e+007,2.85849155324e+004,
25,023,545400,25023545400,5454,Census Tract 5454,G5020,16024804.00000000,17989485.00000000,+41.7279808,-070.6833912,173306401.09000000,3978.56750000,5294,3313,0159460,137758,0003837,0137758,1.61007558757e+007,6.18046112544e+004,
25,023,545300,25023545300,5453,Census Tract 5453,G5020,7006646.00000000,3082848.00000000,+41.7464809,-070.6488256,75671970.15000001,1737.18940000,4413,3307,0159455,137753,0003836,0137753,7.03018423076e+006,3.02941920731e+004,
25,023,545200,25023545200,5452,Census Tract 5452,G5020,41461123.00000000,3396840.00000000,+41.7811972,-070.6796359,482836443.44999999,11084.39950000,5669,2641,0159450,137748,0003835,0137748,4.48571528592e+007,2.97392873499e+004,
25,023,545100,25023545100,5451,Census Tract 5451,G5020,28384208.00000000,2545421.00000000,+41.7687663,-070.7545896,310151129.35000002,7120.09020000,6446,2995,0159445,137743,0003834,0137743,2.88140980470e+007,4.96940924481e+004,
25,023,505200,25023505200,5052,Census Tract 5052,G5020,17236241.00000000,12288975.00000000,+42.1723168,-070.7231605,189211925.28999999,4343.70810000,6674,3263,0159094,137392,0003757,0137392,1.75784333463e+007,5.18694368828e+004,
25,023,506204,25023506204,5062.04,Census Tract 5062.04,G5020,5632311.00000000,5735174.00000000,+42.1028343,-070.6583921,60100178.37000000,1379.71020000,4970,2880,0159117,137415,0003762,0137415,5.58351165185e+006,1.73244429848e+004,
25,023,508101,25023508101,5081.01,Census Tract 5081.01,G5020,25693826.00000000,1124449.00000000,+42.0957207,-070.8029708,288649017.63999999,6626.46960000,6708,2477,0159134,137432,0003766,0137432,2.68164784401e+007,3.16939214235e+004,
25,005,631300,25005631300,6313,Census Tract 6313,G5020,8948260.00000000,153436.00000000,+41.9704688,-071.2873273,97964196.70000000,2248.94850000,5183,2149,0038140,34178,0002872,0034178,9.10120809554e+006,1.38095011471e+004,
25,005,631800,25005631800,6318,Census Tract 6318,G5020,12001525.00000000,305718.00000000,+41.9156553,-071.2903384,132467333.76000001,3041.03150000,7579,3030,0038159,34197,0002877,0034197,1.23066672414e+007,1.87483870043e+004,
25,005,633200,25005633200,6332,Census Tract 6332,G5020,66568349.00000000,1183122.00000000,+41.8194402,-071.2387688,729219677.88000000,16740.58030000,6118,2275,0038180,34218,0002881,0034218,6.77469958018e+007,3.39009644818e+004,
25,005,652600,25005652600,6526,Census Tract 6526,G5020,544661.00000000,185335.00000000,+41.6177242,-070.9157351,5907430.12000000,135.61590000,2843,1164,0038434,34472,0002944,0034472,5.48820403463e+005,5.54825892780e+003,
25,023,543100,25023543100,5431,Census Tract 5431,G5020,38005424.00000000,1105747.00000000,+41.9591000,-070.8027525,420964928.00000000,9664.02500000,2820,1043,0159432,137730,0003831,0137730,3.91090780261e+007,2.78154006153e+004,
25,023,530300,25023530300,5303,Census Tract 5303,G5020,2886487.00000000,2604866.00000000,+41.9648571,-070.6701350,31238344.22000000,717.13370000,3782,1910,0159359,137657,0003814,0137657,2.90214875296e+006,8.16795348325e+003,
