"FIPS"	"Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator"	"Qualifying Name"	"State/US Abbreviation"	"Summary Level"	"Geographic Component"	"Characteristic Iteration"	"Logical Record #"	"Logical Record #"	"Total # Parts in Record"	"Alaska Native Regional Corp"	"Amer Ind/Alaska Native Area-Census"	"Amer Ind/Alaska Native Area-FIPS"	"Amer Ind/Alaska Native Area Class Code"	"American Indian Reservation Trust Land Indicator Code"	"Block"	"Block Group"	"Census Tract/Block Numbering Area"	"Congressional District 101st"	"Consol City-Census"	"Consol City-FIPS"	"Consol City Class Code"	"Consol City Pop Size Code"	"Consol Metro Stat Area"	"County"	"County Pop Size Code"	"County Subdivn-Census"	"County Subdivn-FIPS"	"County Subdivn Class Code"	"County Subdivn Pop Size Code"	"Division"	"Extended City Indicator"	"Internal Use Code"	"Metro Stat/Consol Metro Stat Area"	"MSA/CMSA Pop Size Code"	"Place-Census"	"Place-FIPS"	"Place Class Code"	"Place Description Code"	"Place Pop Size Code"	"Primary Metro Stat Area"	"Region"	"State-Census"	"State-FIPS"	"Urban/Rural"	"Urbanized Area"	"Urbanized Area Pop Size Code"	"ZIP Code Tabulation Area"	"Congressional District 103rd"	"Special Area Code-1"	"Special Area Code-2"	"Special Area Code-3"	"Special Area Code-4"	"Special Area Code-5"	"Special Area Code-6"	"Special Area Code-7"	"Special Area Code-8"	"Special Area Code-9"	"Special Area Code-10"	"Land Area"	"Water Area"	"Functional Status Code"	"Geog Change User Note Indicatr"	"Housing Unit Count-100%"	"Internal Point-latitude"	"Internal Point-longitude"	"Part Flag"	"Pol/Stat Area Descrip Code"	"Pop Count-100%"	"Special Flag"	"Persons for whom poverty status is determined"	"Persons for whom poverty status is determined: Income in 1989 above poverty level"	"Persons for whom poverty status is determined: Income in 1989 above poverty level: Under 18"	"Persons for whom poverty status is determined: Income in 1989 above poverty level: 18 to 64 years"	"Persons for whom poverty status is determined: Income in 1989 above poverty level: 65 years and over"	"Persons for whom poverty status is determined: Income in 1989 below poverty level"	"Persons for whom poverty status is determined: Income in 1989 below poverty level: Under 18"	"Persons for whom poverty status is determined: Income in 1989 below poverty level: 18 to 64 years"	"Persons for whom poverty status is determined: Income  in 1989 below poverty level: 65 years and over"	"% Persons for whom poverty status is determined: Income in 1989 above poverty level"	"% Persons for whom poverty status is determined: Income in 1989 above poverty level: Under 18"	"% Persons for whom poverty status is determined: Income in 1989 above poverty level: 18 to 64 years"	"% Persons for whom poverty status is determined: Income in 1989 above poverty level: 65 years and over"	"% Persons for whom poverty status is determined: Income in 1989 below poverty level"	"% Persons for whom poverty status is determined: Income in 1989 below poverty level: Under 18"	"% Persons for whom poverty status is determined: Income in 1989 below poverty level: 18 to 64 years"	"% Persons for whom poverty status is determined: Income  in 1989 below poverty level: 65 years and over"	"Persons 5 years and over"	"Persons 5 years and over: Same house in 1985"	"Persons 5 years and over: Different house in United States in 1985"	"Persons 5 years and over: Different house in United States in 1985: Same county"	"Persons 5 years and over: Different house in United States in 1985: Different county"	"Persons 5 years and over: Different house in United States in 1985: Different county: Same State"	"Persons 5 years and over: Different house in United States in 1985: Different county: Different State"	"Persons 5 years and over: Different house in United States in 1985: Different county: Different State: Northeast"	"Persons 5 years and over: Different house in United States in 1985: Different county: Different State: Midwest"	"Persons 5 years and over: Different house in United States in 1985: Different county: Different State: South"	"Persons 5 years and over: Different house in United States in 1985: Different county: Different State: West"	"Persons 5 years and over: Abroad in 1985"	"Persons 5 years and over: Abroad in 1985: Puerto Rico"	"Persons 5 years and over: Abroad in 1985: U.S. outlying area"	"Persons 5 years and over: Abroad in 1985: Foreign country"	"% Persons 5 years and over: Same house in 1985"	"% Persons 5 years and over: Different house in United States in 1985"	"% Persons 5 years and over: Different house in United States in 1985: Same county"	"% Persons 5 years and over: Different house in United States in 1985: Different county"	"% Persons 5 years and over: Different house in United States in 1985: Different county: Same State"	"% Persons 5 years and over: Different house in United States in 1985: Different county: Different State"	"% Persons 5 years and over: Different house in United States in 1985: Different county: Different State: Northeast"	"% Persons 5 years and over: Different house in United States in 1985: Different county: Different State: Midwest"	"% Persons 5 years and over: Different house in United States in 1985: Different county: Different State: South"	"% Persons 5 years and over: Different house in United States in 1985: Different county: Different State: West"	"% Persons 5 years and over: Abroad in 1985"	"% Persons 5 years and over: Abroad in 1985: Puerto Rico"	"% Persons 5 years and over: Abroad in 1985: U.S. outlying area"	"% Persons 5 years and over: Abroad in 1985: Foreign country"	"Occupied housing units"	"Occupied housing units: 1989 to March 1990"	"Occupied housing units: 1985 to 1988"	"Occupied housing units: 1980 to 1984"	"Occupied housing units: 1970 to 1979"	"Occupied housing units: 1960 to 1969"	"Occupied housing units: 1959 or earlier"	"% Occupied housing units: 1989 to March 1990"	"% Occupied housing units: 1985 to 1988"	"% Occupied housing units: 1980 to 1984"	"% Occupied housing units: 1970 to 1979"	"% Occupied housing units: 1960 to 1969"	"% Occupied housing units: 1959 or earlier"
Geo_FIPS	Geo_NAME	Geo_QName	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_CHARITER	Geo_LOGRECNU	Geo_LOGRECPN	Geo_PARTREC	Geo_ANRC	Geo_AIANACE	Geo_AIANAFP	Geo_AIANACC	Geo_ARTLI	Geo_BLOCK	Geo_BLKGRP	Geo_TRACT	Geo_CD101	Geo_CONCITCE	Geo_CONCIT	Geo_CONCITCC	Geo_CONCITSC	Geo_CMSA	Geo_COUNTY	Geo_COUNTYSC	Geo_COUSUBCE	Geo_COUSUB	Geo_COUSUBCC	Geo_COUSUBSC	Geo_DIVISION	Geo_EXTCITIN	Geo_INTUC	Geo_MSACMSA	Geo_MSACMSAS	Geo_PLACECE	Geo_PLACE	Geo_PLACECC	Geo_PLACEDC	Geo_PLACESC	Geo_PMSA	Geo_REGION	Geo_STATECE	Geo_STATE	Geo_UR	Geo_UA	Geo_UASC	Geo_ZCTA5	Geo_CD103	Geo_SAC1	Geo_SAC2	Geo_SAC3	Geo_SAC4	Geo_SAC5	Geo_SAC6	Geo_SAC7	Geo_SAC8	Geo_SAC9	Geo_SAC10	Geo_AREALAND	Geo_AREAWATR	Geo_FUNCSTAT	Geo_GCUNI	Geo_HU100	Geo_INTPTLAT	Geo_INTPTLON	Geo_PARTFLAG	Geo_PSADC	Geo_POP100	Geo_SPFLAG	SE_T093_001	SE_T093_002	SE_T093_003	SE_T093_004	SE_T093_005	SE_T093_006	SE_T093_007	SE_T093_008	SE_T093_009	PCT_SE_T093_002	PCT_SE_T093_003	PCT_SE_T093_004	PCT_SE_T093_005	PCT_SE_T093_006	PCT_SE_T093_007	PCT_SE_T093_008	PCT_SE_T093_009	STF3_P043_001	STF3_P043_002	STF3_P043_003	STF3_P043_004	STF3_P043_005	STF3_P043_006	STF3_P043_007	STF3_P043_008	STF3_P043_009	STF3_P043_010	STF3_P043_011	STF3_P043_012	STF3_P043_013	STF3_P043_014	STF3_P043_015	PCT_STF3_P043_002	PCT_STF3_P043_003	PCT_STF3_P043_004	PCT_STF3_P043_005	PCT_STF3_P043_006	PCT_STF3_P043_007	PCT_STF3_P043_008	PCT_STF3_P043_009	PCT_STF3_P043_010	PCT_STF3_P043_011	PCT_STF3_P043_012	PCT_STF3_P043_013	PCT_STF3_P043_014	PCT_STF3_P043_015	STF3_H028_001	STF3_H028_002	STF3_H028_003	STF3_H028_004	STF3_H028_005	STF3_H028_006	STF3_H028_007	PCT_STF3_H028_002	PCT_STF3_H028_003	PCT_STF3_H028_004	PCT_STF3_H028_005	PCT_STF3_H028_006	PCT_STF3_H028_007
"25017300100"	"Tract 3001"	"Tract 3001, Middlesex County, Massachusetts"	"MA"	"140"	"00"	"000"	"9250 "	"1"	"2"	""	""	""	""	""	""	""	"300100"	""	""	""	""	""	"!!"	"017"	"!!"	""	""	""	""	"1"	""	""	"!!!!"	"!!"	""	""	""	""	""	"!!!!"	"1"	"14"	"25"	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	""	"61.634"	"0.959"	"S"	""	"959"	"42.67745 "	"-71.820547"	""	""	"2717"	""	2699	2631	797	1609	225	68	0	45	23	97.48	29.53	59.61	8.34	2.52	0	1.67	0.85	2498	1728	758	405	353	314	39	27	0	0	12	12	0	0	12	69.18	30.34	16.21	14.13	12.57	1.56	1.08	0	0	0.48	0.48	0	0	0.48	892	68	226	139	238	105	116	7.62	25.34	15.58	26.68	11.77	13
"25017301100"	"Tract 3011"	"Tract 3011, Middlesex County, Massachusetts"	"MA"	"140"	"00"	"000"	"9251 "	"1"	"2"	""	""	""	""	""	""	""	"301100"	""	""	""	""	""	"!!"	"017"	"!!"	""	""	""	""	"1"	""	""	"!!!!"	"!!"	""	""	""	""	""	"!!!!"	"1"	"14"	"25"	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	""	"85.142"	"0.619"	"S"	""	"2894"	"42.666632"	"-71.711621"	""	""	"8496"	""	8474	8218	2712	4969	537	256	85	136	35	96.98	32	58.64	6.34	3.02	1	1.6	0.41	7783	5124	2533	1585	948	654	294	103	25	94	72	126	0	0	126	65.84	32.55	20.36	12.18	8.4	3.78	1.32	0.32	1.21	0.93	1.62	0	0	1.62	2761	365	701	487	728	248	232	13.22	25.39	17.64	26.37	8.98	8.4
"25017302100"	"Tract 3021"	"Tract 3021, Middlesex County, Massachusetts"	"MA"	"140"	"00"	"000"	"9252 "	"1"	"2"	""	""	""	""	""	""	""	"302100"	""	""	""	""	""	"!!"	"017"	"!!"	""	""	""	""	"1"	""	""	"!!!!"	"!!"	""	""	""	""	""	"!!!!"	"1"	"14"	"25"	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	""	"39.711"	"0.197"	"S"	""	"1997"	"42.572133"	"-71.649566"	""	""	"5432"	""	4941	4669	1103	3134	432	272	113	122	37	94.5	22.32	63.43	8.74	5.5	2.29	2.47	0.75	5001	2403	2507	1403	1104	593	511	159	37	254	61	91	7	0	84	48.05	50.13	28.05	22.08	11.86	10.22	3.18	0.74	5.08	1.22	1.82	0.14	0	1.68	1869	415	572	223	329	168	162	22.2	30.6	11.93	17.6	8.99	8.67
"25017302200"	"Tract 3022"	"Tract 3022, Middlesex County, Massachusetts"	"MA"	"140"	"00"	"000"	"9253 "	"1"	"2"	""	""	""	""	""	""	""	"302200"	""	""	""	""	""	"!!"	"017"	"!!"	""	""	""	""	"1"	""	""	"!!!!"	"!!"	""	""	""	""	""	"!!!!"	"1"	"14"	"25"	""	""	""	""	""	""	""	""	""	""	""	""	""	"3"	""	"1.278"	"0"	"S"	""	"186"	"42.541239"	"-71.639333"	""	""	"686"	""	728	728	311	411	6	0	0	0	0	100	42.72	56.46	0.82	0	0	0	0	644	94	276	22	254	22	232	31	45	76	80	274	0	0	274	14.6	42.86	3.42	39.44	3.42	36.02	4.81	6.99	11.8	12.42	42.55	0	0	42.55	201	73	109	19	0	0	0	36.32	54.23	9.45	0	0	0
"25017310100"	"Tract 3101"	"Tract 3101, Middlesex County, Massachusetts"	"MA"	"140"	"00"	"000"	"9254 "	"1"	"2"	""	""	""	""	""	""	""	"310100"	""	""	""	""	""	"!!"	"017"	"!!"	""	""	""	""	"1"	""	""	"!!!!"	"!!"	""	""	""	""	""	"!!!!"	"1"	"14"	"25"	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	""	"0.994"	"0.102"	"S"	""	"1898"	"42.645224"	"-71.310579"	""	""	"3340"	""	3162	2215	311	1391	513	947	287	539	121	70.05	9.84	43.99	16.22	29.95	9.08	17.05	3.83	3072	894	1673	1076	597	202	395	186	47	97	65	505	143	0	362	29.1	54.46	35.03	19.43	6.58	12.86	6.05	1.53	3.16	2.12	16.44	4.65	0	11.78	1597	546	543	318	168	14	8	34.19	34	19.91	10.52	0.88	0.5
"25017310200"	"Tract 3102"	"Tract 3102, Middlesex County, Massachusetts"	"MA"	"140"	"00"	"000"	"9255 "	"1"	"2"	""	""	""	""	""	""	""	"310200"	""	""	""	""	""	"!!"	"017"	"!!"	""	""	""	""	"1"	""	""	"!!!!"	"!!"	""	""	""	""	""	"!!!!"	"1"	"14"	"25"	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	""	"1.913"	"0.132"	"S"	""	"2327"	"42.65455 "	"-71.297105"	""	""	"6137"	""	5968	5433	1332	3507	594	535	144	339	52	91.04	22.32	58.76	9.95	8.96	2.41	5.68	0.87	5636	3256	2247	1788	459	173	286	151	0	135	0	133	0	8	125	57.77	39.87	31.72	8.14	3.07	5.07	2.68	0	2.4	0	2.36	0	0.14	2.22	2165	449	603	212	293	206	402	20.74	27.85	9.79	13.53	9.52	18.57
"25017310300"	"Tract 3103"	"Tract 3103, Middlesex County, Massachusetts"	"MA"	"140"	"00"	"000"	"9256 "	"1"	"2"	""	""	""	""	""	""	""	"310300"	""	""	""	""	""	"!!"	"017"	"!!"	""	""	""	""	"1"	""	""	"!!!!"	"!!"	""	""	""	""	""	"!!!!"	"1"	"14"	"25"	""	""	""	""	""	""	""	""	""	""	""	""	""	"3"	""	"1.098"	"0"	"S"	""	"2362"	"42.6598  "	"-71.309799"	""	""	"5695"	""	5695	5086	1188	3243	655	609	250	251	108	89.31	20.86	56.94	11.5	10.69	4.39	4.41	1.9	5195	2632	2551	2041	510	165	345	200	76	62	7	12	12	0	0	50.66	49.1	39.29	9.82	3.18	6.64	3.85	1.46	1.19	0.13	0.23	0.23	0	0	2200	529	676	242	232	187	334	24.05	30.73	11	10.55	8.5	15.18
"25017310400"	"Tract 3104"	"Tract 3104, Middlesex County, Massachusetts"	"MA"	"140"	"00"	"000"	"9257 "	"1"	"2"	""	""	""	""	""	""	""	"310400"	""	""	""	""	""	"!!"	"017"	"!!"	""	""	""	""	"1"	""	""	"!!!!"	"!!"	""	""	""	""	""	"!!!!"	"1"	"14"	"25"	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	""	"0.55"	"0.154"	"S"	""	"1286"	"42.65515 "	"-71.312025"	""	""	"3540"	""	3513	2619	759	1571	289	894	462	395	37	74.55	21.61	44.72	8.23	25.45	13.15	11.24	1.05	3136	1422	1548	1176	372	184	188	56	36	48	48	166	39	0	127	45.34	49.36	37.5	11.86	5.87	5.99	1.79	1.15	1.53	1.53	5.29	1.24	0	4.05	1163	316	361	108	106	95	177	27.17	31.04	9.29	9.11	8.17	15.22
"25017310500"	"Tract 3105"	"Tract 3105, Middlesex County, Massachusetts"	"MA"	"140"	"00"	"000"	"9258 "	"1"	"2"	""	""	""	""	""	""	""	"310500"	""	""	""	""	""	"!!"	"017"	"!!"	""	""	""	""	"1"	""	""	"!!!!"	"!!"	""	""	""	""	""	"!!!!"	"1"	"14"	"25"	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	""	"0.842"	"0.111"	"S"	""	"1214"	"42.656267"	"-71.326608"	""	""	"3396"	""	3147	2665	530	1772	363	482	84	377	21	84.68	16.84	56.31	11.53	15.32	2.67	11.98	0.67	3215	1502	1569	1089	480	347	133	108	5	16	4	144	0	0	144	46.72	48.8	33.87	14.93	10.79	4.14	3.36	0.16	0.5	0.12	4.48	0	0	4.48	1161	258	312	104	171	59	257	22.22	26.87	8.96	14.73	5.08	22.14
